JobseekerID,Name,Language,Education Level,Industry,Experience
17698,Lennert Vanhee,German,PhD,Energy,10+
24831,Ward De Smet,German,PhD,Agriculture,0-1
24331,Nelly Loos,English,Bachelor,Health and social services,5-10
14054,Hubert Helsen,Dutch,High School,Logistics,0-1
13995,Rudy De Coninck,French,Master,Pharmaceutical,10+
12533,Lucia De Ridder Janssens,German,High School,Agriculture,2-4
16708,Jaak Huyghe,Spanish,Master,Health and social services,0-1
12054,Ine Huyghe Decoster,French,High School,Construction,2-4
17353,Charlotte Maes,English,Master,Financial intermediation,2-4
17326,Hanne Vaes,Dutch,PhD,Financial intermediation,10+
21812,Daisy Meeus,Spanish,Bachelor,Wholesale and retail,5-10
17037,Lina De Clercq,French,PhD,Wholesale and retail,5-10
17192,Bart Beckers,French,PhD,Research,10+
14774,Nancy Leroy,German,High School,Pharmaceutical,5-10
17117,Gustaaf Verdonck,French,Master,Transport,10+
20066,Patrick Moens,Dutch,PhD,Transport,10+
24543,Renée Vranken Debruyne,Dutch,PhD,Administration,5-10
18300,Els Van Gestel,French,High School,Agriculture,0-1
23000,Mats Denys,German,PhD,Energy,0-1
18334,Maria Vanhee,Spanish,Master,Administration,10+
24088,Linda Huys,Spanish,Bachelor,Manufacturing,0-1
24675,Greta Verfaillie Wauters,German,Bachelor,Technology,5-10
19513,Ilyas De Decker,English,High School,Technology,2-4
20396,Erika De Vos,Dutch,Bachelor,Transport,0-1
23836,Annemie Andries,English,PhD,Financial intermediation,10+
24497,Steven Lemmens,German,High School,Manufacturing,5-10
22489,Adriana Desmet,English,Master,Research,0-1
24882,Nelly Aerts,German,PhD,Transport,10+
18805,Daniel Verwimp,Spanish,High school,Cleaning,0-1
17312,Christine Hermans,Spanish,PhD,Agriculture,2-4
20488,Lodewijk Cuypers,English,High School,Financial intermediation,5-10
21573,Paul Verheyen,English,PhD,Administration,2-4
17500,Olivier Devos,Dutch,Bachelor,Technology,5-10
22329,Adriana Adriaensen Demeyere,Spanish,Bachelor,Health and social services,0-1
14820,Maria Hermans,Dutch,Bachelor,Construction,10+
19561,Rik Devos,English,Bachelor,Administration,0-1
21239,Mohammad Degryse,German,High School,Manufacturing,0-1
12474,Linda Meeus,Spanish,High School,Wholesale and retail,0-1
19423,Annie Aerts,German,PhD,Hotels and restaurants,5-10
14743,Joseph Van Hecke,Dutch,High School,Energy,0-1
14398,Warre Van den Brande,Dutch,Bachelor,Health and social services,2-4
19946,Axelle Bekaert,French,Master,Manufacturing,10+
20003,Merel Bracke,Spanish,PhD,Logistics,2-4
13176,Alain Vanhoutte,Spanish,Master,Manufacturing,10+
22900,Katrien Bruneel,Dutch,Bachelor,Construction,10+
11194,Andy Vissers,German,Master,Pharmaceutical,0-1
13297,Paul Peeters,Spanish,PhD,Pharmaceutical,10+
16833,Ellen Van den Bossche,Dutch,High School,Wholesale and retail,5-10
18011,Ibrahim Luyckx,French,Bachelor,Technology,2-4
15678,Paul Yildirim,English,PhD,Hotels and restaurants,0-1
20439,Beatrice Everaert,Spanish,High school,Cleaning,5-10
18108,Ingrid Willems Gielen,English,Master,Transport,2-4
12572,Maud De Clerck,German,Bachelor,Logistics,0-1
24545,Joseph Michiels,French,High School,Logistics,2-4
21922,Inge Van den Broeck,Spanish,Bachelor,Education,10+
22292,François Govaerts,English,PhD,Logistics,2-4
16607,Marc Van Dooren,English,PhD,Research,5-10
24377,Koen Dejonghe,Dutch,PhD,Pharmaceutical,2-4
18267,Marleen Ceulemans,English,Bachelor,Transport,10+
24469,Anita Wuyts,German,Bachelor,Education,0-1
21621,Jozef Bruggeman,English,Master,Health and social services,2-4
23352,Rudi Meersman,German,High School,Pharmaceutical,2-4
19888,Ahmed Van de Velde,German,Master,Transport,0-1
10074,Silke Decock,Dutch,High School,Construction,10+
21251,Linda Van der Linden,French,High School,Hotels and restaurants,0-1
15412,Lena Nijs,German,High school,Cleaning,10+
13766,Chloë Wynants,English,Master,Administration,5-10
16624,Willy Leroy,English,Bachelor,Administration,5-10
24515,Niels Philips,German,High School,Energy,0-1
16925,Jade De Baets,English,Master,Pharmaceutical,2-4
17194,Jean Maes,Spanish,Bachelor,Construction,2-4
20586,Ann Smolders,Dutch,Master,Transport,2-4
18214,Deborah Verhelst,English,PhD,Wholesale and retail,5-10
13428,Steven Temmerman,Dutch,High School,Technology,2-4
22505,Angèle Verlinden,German,Master,Energy,5-10
13059,Diane Verstraete,German,High School,Technology,2-4
10520,Mohamed Nijs Willaert,German,Bachelor,Energy,0-1
13135,Sami Lambrechts Engelen,Dutch,PhD,Technology,0-1
11239,Tijl De Schepper,English,PhD,Manufacturing,10+
16501,Lauren Van Belle,Spanish,High school,Cleaning,5-10
12022,Danny Vos,Dutch,Master,Manufacturing,10+
21684,Vera Janssens,Spanish,Bachelor,Education,2-4
21652,Monique De Witte,English,Bachelor,Wholesale and retail,5-10
22730,Thibaut Dubois,English,High School,Manufacturing,0-1
13381,Adam Van den Broeck,Dutch,PhD,Administration,10+
11758,Eline Vandenberghe,French,High School,Logistics,5-10
17924,Lien Claes,Spanish,PhD,Pharmaceutical,5-10
17375,Colette Van Hoof,German,Master,Pharmaceutical,5-10
19779,Marie Janssens Wouters,Spanish,Bachelor,Education,10+
10242,Jeroen Lievens,English,Master,Manufacturing,2-4
15595,Martina Van Acker,English,Bachelor,Transport,5-10
13986,Sofie Desmet,Dutch,PhD,Construction,0-1
14954,Georges Devos,French,PhD,Energy,0-1
10675,Joseph De Bie,German,Bachelor,Research,2-4
13397,Kristien Hanssens,Spanish,Master,Research,0-1
19086,Jacques Jonckheere,French,Bachelor,Manufacturing,5-10
21150,Sophia Verdonck,German,High school,Cleaning,0-1
18749,Steffi Pauwels,English,Master,Health and social services,0-1
13630,Nils Claes,English,Master,Energy,2-4
13103,Christiana Driesen,Dutch,High School,Energy,2-4
13271,Daniël De Vos,Dutch,Master,Transport,2-4
11668,Vanessa Dierckx,Spanish,PhD,Construction,0-1
20718,Annie Peeters,French,Bachelor,Transport,5-10
15224,Daphne Vanhove Buysse,French,PhD,Energy,5-10
23033,Annick Pauwels,German,Master,Hotels and restaurants,10+
20891,Lotte Ahmed,Spanish,High school,Cleaning,0-1
21928,Geert Swinnen,Dutch,High School,Research,2-4
11570,Mehdi Boon,Spanish,Master,Manufacturing,5-10
18390,Pieter Verbruggen,English,Bachelor,Pharmaceutical,10+
24826,Steve Smets Bogaert,Dutch,Bachelor,Transport,0-1
11726,Brecht Aerts,French,Bachelor,Manufacturing,10+
16521,Stephanie Dewilde,Dutch,High School,Financial intermediation,10+
16599,Pierre Denys,English,Master,Education,0-1
14580,Carlo Maes,Dutch,PhD,Manufacturing,10+
24616,Christiana Vercruysse,French,PhD,Hotels and restaurants,0-1
24494,Brigitta Daniels,English,Master,Manufacturing,2-4
10185,Christian De Ridder,German,High school,Cleaning,0-1
12580,René Segers,Spanish,High School,Research,5-10
14088,Paul Van Dooren,German,PhD,Hotels and restaurants,10+
24674,Georgette Bouckaert,English,Master,Agriculture,10+
12214,Wim Verhoeven,English,PhD,Transport,0-1
18810,Theresia Van de Voorde,English,PhD,Research,5-10
10955,Sarah Herman,French,Master,Hotels and restaurants,0-1
11953,Tibo Rottiers,English,Bachelor,Education,2-4
19781,Natalia Andries,Spanish,PhD,Hotels and restaurants,5-10
13638,Godelieve Desmet,French,High School,Hotels and restaurants,10+
18204,Eddy De Meyer,English,Bachelor,Education,0-1
18659,Helena Aerts,French,Master,Financial intermediation,5-10
23706,Noëlla Belmans Verlinden,Spanish,Bachelor,Research,0-1
21356,Veerle Declercq,Spanish,PhD,Technology,10+
22084,Geert Peeters,French,High school,Cleaning,5-10
20069,Ingrid Vandenberghe,Dutch,Bachelor,Technology,2-4
20558,Koen Lemmens,German,Master,Energy,5-10
15986,Guido Coppens,English,High School,Agriculture,2-4
13177,Younes Simons,German,Master,Manufacturing,2-4
11179,Josephus Wouters,Spanish,PhD,Hotels and restaurants,10+
11807,Jean Vaes,German,Bachelor,Administration,10+
15793,Simon Wynants,Dutch,Bachelor,Logistics,5-10
14522,Francine Hens,German,PhD,Logistics,0-1
22695,Christine De Smedt Nijs,German,PhD,Technology,10+
20946,Arthur Aerts,Spanish,Master,Pharmaceutical,10+
13948,Paula De Clerck,Spanish,Bachelor,Agriculture,10+
19230,Georgette Van Rompaey Vanhee,English,Bachelor,Financial intermediation,10+
17930,Bart Depuydt Decoster,French,High school,Cleaning,10+
18915,Stijn De Ryck,English,Bachelor,Administration,0-1
11544,Arthur Pollet,Spanish,High School,Construction,0-1
15889,Emma Verschueren,English,Master,Agriculture,10+
17941,Karel De Winter,German,High School,Manufacturing,5-10
14031,Jan Willems,German,Bachelor,Health and social services,2-4
14261,Nancy Breugelmans,Spanish,PhD,Technology,5-10
23256,Linda Verelst,Spanish,PhD,Wholesale and retail,5-10
11418,Nicolas Leysen,English,Bachelor,Logistics,10+
15202,Roger Maes,English,High School,Hotels and restaurants,2-4
19499,Felix Vandewalle,German,High School,Construction,0-1
23164,Elza Blomme,French,Master,Manufacturing,10+
24706,Elisa De Smedt,French,PhD,Agriculture,2-4
10352,Liliane Proost Steyaert,Spanish,Bachelor,Manufacturing,0-1
21038,Oscar Deceuninck,English,High School,Transport,2-4
16186,Alexandra Janssens,French,High School,Logistics,2-4
23998,Alexander Vandenbroucke,English,Master,Manufacturing,2-4
16984,Christiana Janssens,Dutch,PhD,Financial intermediation,5-10
24993,Claire Vandevelde,German,Bachelor,Wholesale and retail,10+
18193,Peter Smets,English,PhD,Construction,10+
16885,Shana Jacobs,English,Bachelor,Pharmaceutical,5-10
23861,Maria Lambert,English,High School,Construction,10+
13004,Betty Peeters,French,High School,Construction,5-10
24480,Robbe Pollet,English,Bachelor,Logistics,5-10
21726,Antoine Maertens,Dutch,PhD,Health and social services,0-1
16226,Gunter Deprez,French,High school,Cleaning,0-1
24210,Ahmed De Smet,Spanish,Master,Health and social services,5-10
10976,Thierry Mertens,Spanish,Bachelor,Health and social services,5-10
14746,Isabelle Nuyts De Backer,German,PhD,Agriculture,0-1
16507,Jeannette Wouters,Dutch,High School,Health and social services,5-10
10620,Catherine Temmerman,English,PhD,Financial intermediation,10+
12312,Daisy Verhaegen,Dutch,PhD,Construction,2-4
16723,Anne Van Gestel Willems,Spanish,Master,Hotels and restaurants,0-1
20699,Joël Smets,English,High school,Cleaning,0-1
12860,Nick Van den Broeck,Dutch,PhD,Education,5-10
23266,Erik De Clercq,French,High School,Research,10+
12351,Werner Rogiers,English,High School,Financial intermediation,0-1
15094,Ann Van Daele,French,High School,Transport,5-10
18101,Karim Peeters,Dutch,High School,Construction,5-10
19047,Inge Baert,English,High School,Transport,2-4
20470,Nora Deckers,German,PhD,Construction,10+
19914,Urbain De Groote,German,Bachelor,Logistics,0-1
12159,Eddy Janssens,Spanish,High School,Financial intermediation,10+
12369,Wannes Leysen De Coster,English,PhD,Logistics,5-10
15519,Jarne Decock,Dutch,Master,Health and social services,5-10
24299,Anne Bervoets,German,High School,Construction,10+
20458,Maria Claesen,Spanish,Bachelor,Pharmaceutical,10+
22809,Céline Van Laere,English,PhD,Construction,0-1
19015,Lies Leys,German,PhD,Construction,0-1
21408,Edwin Engelen,English,PhD,Energy,0-1
12398,Marianne Desmet,Spanish,Master,Agriculture,0-1
16983,Freddy Lambert,Dutch,Bachelor,Research,10+
24890,Jacques De Coninck,Spanish,High School,Construction,10+
11626,Eline Mees,Dutch,Master,Hotels and restaurants,10+
22977,Gitte De Smedt,French,High School,Pharmaceutical,5-10
22719,Cindy De Wit,German,Bachelor,Research,10+
24580,Simon Bogaerts,French,PhD,Financial intermediation,5-10
15527,Jan Verheyen,Dutch,High School,Logistics,5-10
10706,Yves De Ridder,English,PhD,Construction,5-10
16812,Annie Verhaegen,Dutch,High school,Cleaning,10+
24130,Frans Leysen,Dutch,Bachelor,Education,5-10
11065,Ellen Pieters Lippens,English,High School,Technology,10+
10988,Sandra Vissers,French,Bachelor,Logistics,2-4
18673,Gilles De Smet,German,Bachelor,Education,10+
14736,Alex Lambrechts,Dutch,Bachelor,Health and social services,2-4
10543,Laurent Van Acker,Dutch,Bachelor,Administration,2-4
11267,Nelly Heylen,German,High School,Financial intermediation,10+
15293,Alain Buyse De Sutter,Dutch,PhD,Transport,2-4
17865,Els Verdonck,German,Master,Logistics,5-10
23833,Filip Van Dyck,German,High School,Research,5-10
20052,Veerle Maertens,German,High School,Pharmaceutical,5-10
19534,Stefan De Smedt,English,Bachelor,Energy,0-1
18133,Tatiana Michielsen,French,Bachelor,Energy,2-4
20675,Patrick De Backer,French,Bachelor,Energy,0-1
10289,Joke Smets,Spanish,High School,Research,5-10
24358,Ronny Smeets,English,Master,Administration,10+
12227,Bram Van der Auwera,Spanish,High School,Hotels and restaurants,5-10
21617,Jan De Groof,French,High School,Pharmaceutical,10+
20078,Bruno Vandenbroucke Casier,French,High School,Construction,0-1
18576,Karina Van Dyck,French,High school,Cleaning,10+
11053,Elke Declercq,Dutch,Master,Transport,10+
24340,Sandra Segers,Spanish,Bachelor,Manufacturing,2-4
19246,Michel Tielemans,English,High school,Cleaning,10+
20023,Geert Cools,Spanish,Master,Education,0-1
17825,Brigitte Van den Brande,French,High school,Cleaning,2-4
20527,Femke Jansen,English,Master,Agriculture,2-4
24635,Eva Diallo,Spanish,High School,Wholesale and retail,10+
13013,Cindy Breugelmans,French,Master,Administration,10+
16924,Joanna Callewaert,French,PhD,Logistics,0-1
18699,Omer Cools Luyten,English,Bachelor,Manufacturing,10+
16482,Martine Desmet,German,PhD,Financial intermediation,10+
16855,Anny Vervoort,English,Master,Hotels and restaurants,10+
16130,Sabine Van Assche,German,Master,Transport,10+
10812,Christiane Roose,Dutch,Bachelor,Health and social services,5-10
18739,Patrick De Groof,English,High School,Pharmaceutical,10+
13513,Robert De Weerdt,German,High School,Health and social services,0-1
16860,Jenny Goossens,Spanish,High school,Cleaning,2-4
19049,Febe Stroobants,French,High School,Administration,10+
11522,Anny David De Winter,Dutch,Bachelor,Administration,2-4
22497,Laura Luyten,English,Bachelor,Manufacturing,10+
16411,Inge Rombouts,German,Master,Construction,2-4
19128,Benjamin De Keyser,Spanish,High school,Cleaning,10+
23263,Wouter Verbeke,German,Bachelor,Financial intermediation,10+
21036,Annelies Reynders,English,Bachelor,Hotels and restaurants,2-4
12686,David Janssens,German,Bachelor,Education,10+
11863,Christine Vermeulen,English,Master,Agriculture,0-1
14766,Jimmy Pieters,German,Bachelor,Transport,0-1
10687,Angela Peeters,French,PhD,Logistics,0-1
17250,Ferre Theunis,English,High School,Research,10+
13703,Jeanne Jansen,English,Master,Administration,2-4
17717,Ivonne De Meyer,Dutch,Master,Research,5-10
13210,Wout De Neve,French,Bachelor,Education,0-1
10883,Sofie Claes,English,Bachelor,Administration,2-4
18609,Ghislain Vermeulen,Spanish,PhD,Energy,10+
21237,Wendy Bauwens,German,PhD,Logistics,2-4
17428,Patrick Verstraete Van Herck,Spanish,High School,Administration,2-4
11355,François Op de Beeck,German,Master,Pharmaceutical,0-1
14596,Jozef Peeters,German,PhD,Administration,10+
22360,Frederick Carlier,Dutch,Bachelor,Construction,2-4
13238,Guido Lippens,English,High school,Cleaning,5-10
19479,Fien Verlinden,German,High School,Administration,2-4
10293,Peter Verboven,Dutch,Master,Research,2-4
13195,Zita Van den Bosch,Spanish,Bachelor,Research,2-4
20143,Veronique Van Raemdonck,Dutch,Master,Logistics,2-4
10164,Claudia Baeyens,Spanish,Bachelor,Wholesale and retail,2-4
24390,Florence Rombouts,English,PhD,Wholesale and retail,0-1
12540,Glenn Mertens,German,Bachelor,Health and social services,2-4
10428,Sarah Peeters,French,Master,Wholesale and retail,2-4
10852,Lea Coene Claessens,Spanish,PhD,Logistics,2-4
15591,Michiel Van Dyck,German,PhD,Energy,5-10
23852,Ine De Meyer,French,Master,Education,5-10
22951,Christof Dockx,French,Bachelor,Administration,10+
22106,Adam Peeters,Spanish,High School,Financial intermediation,0-1
20894,Mathis Bouckaert,German,Master,Wholesale and retail,10+
16408,Sophie Van den Bosch,French,High School,Financial intermediation,0-1
12901,Mohammed Wouters,Dutch,High School,Pharmaceutical,10+
16517,Jonas De Graeve,Dutch,Bachelor,Education,5-10
23043,Nadia Van de Walle,German,High School,Research,2-4
10648,Jef De Baets,English,Master,Transport,0-1
17903,Amir De Block,Dutch,High School,Wholesale and retail,10+
10119,Barbara Martens,Spanish,Master,Administration,5-10
20362,Helena Vos,German,Master,Manufacturing,2-4
12904,Filip Maes,French,Master,Energy,2-4
20681,Eric Moons,Dutch,Bachelor,Financial intermediation,5-10
24557,Edgard Michiels,German,Bachelor,Construction,10+
18068,Isabelle Lenaerts,German,Master,Manufacturing,10+
14676,Niels Vandendriessche Cuypers,English,High School,Administration,5-10
18415,Sandra Renders,French,High School,Construction,2-4
23522,Freddy De Schepper,French,Bachelor,Education,5-10
15347,Maria Sterckx,French,Bachelor,Hotels and restaurants,0-1
20703,Kevin Baetens,Spanish,High school,Cleaning,2-4
24656,Eddy Belmans,German,High School,Wholesale and retail,5-10
20218,Dominique Declercq Janssens,Spanish,High School,Construction,2-4
18575,Benny Verbiest,Spanish,Bachelor,Health and social services,10+
21735,Diana Van Acker,German,Master,Financial intermediation,0-1
18753,Luc Van Loon,French,Master,Education,0-1
23813,Gustaaf Dupont,German,High School,Construction,10+
18677,Stéphane De Wolf Lauwers,English,Master,Technology,5-10
20093,Karel Reynders,German,Master,Technology,5-10
12814,Margareta Bogaert,German,Master,Health and social services,5-10
11034,Davy Dhondt,Dutch,High School,Construction,5-10
13785,Joannes Vermeulen,English,High School,Hotels and restaurants,10+
12756,Georgette Cornelis Van de Velde,Dutch,Bachelor,Logistics,5-10
17566,Marie-Jeanne Willems,French,Master,Agriculture,2-4
13742,Catherine Verhaegen Goris,French,PhD,Hotels and restaurants,0-1
18731,Arthur De Bondt,English,Bachelor,Education,0-1
11920,Deborah Lauwers,Spanish,Master,Construction,0-1
15409,Helga Vermeersch,German,PhD,Pharmaceutical,5-10
12852,Gitte Belmans,Dutch,PhD,Wholesale and retail,2-4
12501,André Somers,English,High school,Cleaning,5-10
24282,Lisa Hendrickx,Dutch,Master,Administration,5-10
22856,Céline Carlier Vandewalle,German,High School,Health and social services,5-10
23536,Gabrielle Peeters,Spanish,Bachelor,Pharmaceutical,2-4
13394,Laura Verwimp,Dutch,Bachelor,Financial intermediation,0-1
12833,Seppe Thys,English,Bachelor,Technology,5-10
24017,Robby De Mey,German,PhD,Pharmaceutical,2-4
19419,Sylvia Huybrechts,German,Master,Construction,10+
17430,Anton Pauwels,Spanish,High School,Wholesale and retail,10+
24788,Guy Goris,English,Master,Energy,5-10
21124,Steven Deceuninck,German,Bachelor,Manufacturing,2-4
12861,Anna Buysse,Dutch,PhD,Research,5-10
22629,Chiara Janssen,French,PhD,Logistics,5-10
15373,Liam De Bruyne,English,Bachelor,Research,0-1
14193,Rita Van den Eynde,Dutch,PhD,Pharmaceutical,10+
10609,Jan Bauwens Goethals,Spanish,Master,Pharmaceutical,10+
11837,Evelyne Janssens,Spanish,PhD,Pharmaceutical,10+
14861,Ella De Wit De Wilde,German,Master,Health and social services,10+
19710,Bo Vandecasteele,Spanish,Master,Financial intermediation,0-1
20989,Nathalie Tanghe,French,PhD,Logistics,2-4
21075,Isabelle Van den Brande,Dutch,Bachelor,Pharmaceutical,0-1
14076,Sophie Vaes Janssens,English,High school,Cleaning,2-4
19022,Wendy Mertens,German,High school,Cleaning,2-4
21205,Anne-Marie Tanghe,English,Master,Research,2-4
14845,Tamara Declercq,Dutch,PhD,Agriculture,0-1
18016,Rebecca Verelst,French,Master,Administration,2-4
23838,Louise Lauwers,Dutch,High School,Transport,0-1
16026,Rudi Pauwels,Dutch,High School,Research,10+
14778,Catharina De Wilde,German,High School,Health and social services,0-1
13845,Jacqueline Deprez,English,Bachelor,Research,0-1
20500,Hilde Vermeersch,Dutch,High School,Energy,5-10
11397,Anne Timmermans,Dutch,Bachelor,Administration,10+
18288,Robert Peeters,French,High School,Health and social services,10+
18798,Filip Peeters,Spanish,High School,Agriculture,2-4
16583,Daniel Pauwels,French,Master,Technology,2-4
24093,Maria Bogaerts,English,PhD,Energy,10+
15100,Bieke Van Laere,English,High School,Administration,10+
15914,Noah De Winter,German,PhD,Health and social services,2-4
19832,Marie De Boeck,Spanish,Bachelor,Technology,10+
14395,Nelly Joos Van den Bossche,English,PhD,Financial intermediation,2-4
17446,Wim Heylen,Spanish,PhD,Research,0-1
18946,Alfons Praet,French,High School,Pharmaceutical,5-10
10853,Isabelle Thys,English,PhD,Education,2-4
10940,Wendy Luyckx,Dutch,High School,Research,5-10
17791,Sven Neyens,English,Bachelor,Agriculture,5-10
23336,Lieven De Smet,Spanish,High School,Health and social services,10+
24914,Karin Dewilde,English,PhD,Administration,2-4
24199,Benny Claes,German,Master,Administration,0-1
23601,Wim Lievens,Dutch,Bachelor,Administration,10+
19404,Daniel Meeus,German,High school,Cleaning,10+
12845,Maria Verstraete,French,PhD,Education,5-10
22065,Arnold De Boeck,English,Bachelor,Financial intermediation,5-10
14417,Marina Vermeir,English,Bachelor,Health and social services,0-1
22345,Jean-Pierre Moreels,French,Bachelor,Construction,10+
17020,Melissa Van de Velde Wouters,German,High school,Cleaning,0-1
13550,André Vandekerckhove,Dutch,Master,Manufacturing,2-4
16550,Helena Van Goethem,German,Bachelor,Technology,2-4
16735,Christiaan Vandenberghe,Spanish,Master,Wholesale and retail,2-4
19808,Anne-Marie Peters,German,High School,Research,0-1
23694,Guy Willems,Dutch,PhD,Transport,10+
18572,Amélie Hermans Moens,English,PhD,Transport,0-1
13967,Maria Diallo,German,PhD,Technology,0-1
17832,Elza Hendrickx,French,Bachelor,Wholesale and retail,5-10
15740,José Swinnen,Dutch,High school,Cleaning,0-1
23991,David Vanhee,English,High School,Technology,0-1
20461,Gino Van Dooren,Dutch,Master,Manufacturing,2-4
20642,Ellie Kaya Wuyts,French,Bachelor,Administration,10+
15988,Christiane Baert,Spanish,High School,Construction,5-10
20622,Aline Engelen,Dutch,Master,Technology,5-10
10279,Marie Van Hoecke De Moor,Dutch,Master,Research,0-1
24342,Cindy Vandenbroucke,German,PhD,Administration,2-4
23624,Dirk Meeus,French,Master,Administration,0-1
24950,Marianne Lievens Engelen,French,Master,Wholesale and retail,2-4
23993,Paul Tielemans,Spanish,Bachelor,Energy,2-4
13997,Mona Carlier,French,High School,Manufacturing,0-1
18841,Claire Pauwels,Dutch,PhD,Hotels and restaurants,0-1
18074,Charlotte Verbrugghe,Spanish,Bachelor,Pharmaceutical,10+
15912,Jozef Verheyen,French,Master,Transport,5-10
10633,Sebastiaan Colpaert,Spanish,High School,Energy,5-10
10223,Cindy Voet,French,PhD,Health and social services,5-10
24769,Josiane Malfait,French,PhD,Construction,5-10
18188,Maria Bogaert,German,High School,Pharmaceutical,0-1
22249,Peter Pauwels De Waele,French,Master,Research,10+
17614,Eric Jans,Spanish,High School,Hotels and restaurants,5-10
10513,Emily Vinck,Dutch,PhD,Health and social services,10+
20110,Diana Smet,German,Master,Manufacturing,2-4
19520,Anja Martens,French,Master,Administration,0-1
10888,Richard Vermeire,French,Master,Hotels and restaurants,0-1
21988,Jan Demeyer,Spanish,High School,Wholesale and retail,5-10
13084,José Janssens,German,High School,Logistics,10+
11893,Tristan De Wit,French,Master,Health and social services,10+
17271,Johanna De Pauw,Dutch,Bachelor,Financial intermediation,2-4
22935,Gino Verstraeten,Dutch,PhD,Pharmaceutical,10+
12372,Anne-Marie Goossens,French,Master,Manufacturing,5-10
11556,Angelina Bogaert,Dutch,PhD,Education,0-1
20324,Monique De Jonghe,German,High School,Hotels and restaurants,0-1
11274,Petrus Vrancken,French,PhD,Wholesale and retail,5-10
23002,Marie Mariën,Spanish,PhD,Technology,2-4
13719,Thomas Lauwers,German,Bachelor,Wholesale and retail,10+
22548,Lore Bosmans,Dutch,High School,Financial intermediation,10+
15940,Caroline Verstraeten,French,Bachelor,Logistics,5-10
19626,Yannick Van Damme,German,PhD,Energy,5-10
21577,David De Backer,Dutch,Master,Education,2-4
18197,Lucas Janssens,French,PhD,Pharmaceutical,0-1
10038,Viktor De Bruyne,English,High School,Energy,2-4
14632,Leo Bollen,Spanish,Bachelor,Pharmaceutical,10+
13161,Glenn Baele,Dutch,Master,Hotels and restaurants,0-1
13432,Denise Vandenberghe,Dutch,Bachelor,Transport,10+
13874,Christof Maes,English,PhD,Transport,5-10
11802,Jozef Van Assche,English,PhD,Hotels and restaurants,5-10
23208,Silke Vanderheyden,German,Master,Agriculture,2-4
22408,Mark Vaes,Spanish,Master,Research,2-4
16140,Nicole Baeyens,Spanish,Master,Manufacturing,0-1
21031,Aaron Verhoeven,Dutch,PhD,Construction,5-10
16891,Margaretha Jansen,English,Bachelor,Hotels and restaurants,10+
24115,Walter Peeters,Spanish,High school,Cleaning,2-4
16889,Peter Cornelis,French,High School,Research,2-4
14335,Jacqueline Dekeyser,Spanish,PhD,Energy,2-4
10301,Lutgarde Berghmans,Dutch,High school,Cleaning,10+
11892,Koen Leysen Ali,Spanish,Bachelor,Health and social services,0-1
10798,Jef Vanhoutte,German,Bachelor,Technology,10+
11366,Patrik Janssen,English,Master,Manufacturing,0-1
15118,Joannes De Vos,Dutch,PhD,Financial intermediation,0-1
16647,Nele Baele,Dutch,High School,Research,5-10
10507,Annick Daniels,English,Master,Health and social services,5-10
11484,Stefan De Moor,English,Bachelor,Manufacturing,10+
20126,Joyce Mertens,English,PhD,Education,2-4
21094,Hélène Carlier,Dutch,Bachelor,Energy,2-4
13275,Jean Van Laere,English,Master,Health and social services,2-4
13420,Suzanne De Schutter,English,High School,Health and social services,10+
15355,Andreas Baeten,Dutch,Bachelor,Agriculture,10+
13040,Kenny Depoorter,Dutch,PhD,Logistics,0-1
10116,Johan Merckx,German,PhD,Hotels and restaurants,5-10
17123,Marc Deceuninck,Spanish,Master,Agriculture,5-10
12725,Koen Van Loon,French,High School,Financial intermediation,0-1
12853,Robin Smet,Dutch,Bachelor,Manufacturing,10+
23262,Beatrice De Laet,French,Bachelor,Transport,0-1
16278,Christiane Verbruggen,German,Bachelor,Education,0-1
10893,Amber Moerman De Cock,Spanish,Master,Technology,5-10
21248,Emmanuel Van Nuffel,Spanish,High School,Construction,0-1
19290,Filip Thys,Spanish,PhD,Pharmaceutical,0-1
13392,Linda Van Hove,German,PhD,Energy,10+
11265,Stijn Coenen,English,PhD,Energy,10+
16352,Stefanie Christiaens,Spanish,Bachelor,Energy,10+
22177,Josiane Swinnen,Spanish,Master,Construction,2-4
14527,Maarten Dillen,German,PhD,Education,0-1
12137,Nicole Callebaut,English,PhD,Administration,2-4
22460,Thomas De Vos,Spanish,Bachelor,Technology,5-10
16329,Sarah Feys,Spanish,Bachelor,Education,0-1
16530,Rani Verhaeghe,English,High School,Financial intermediation,2-4
13714,Chloë Van den Broeck,Dutch,High School,Financial intermediation,0-1
13786,Danny Deprez,Dutch,Bachelor,Energy,0-1
11916,Marleen Hanssens Vandewalle,Spanish,Bachelor,Transport,2-4
16211,Natascha Claes,French,Master,Hotels and restaurants,5-10
11548,Rita Joris,English,High School,Health and social services,2-4
14797,Nadine Bosmans,English,Bachelor,Logistics,2-4
10859,Christophe Smets,French,High School,Logistics,2-4
19006,Wim Vrancken,English,Master,Research,2-4
12558,Johan Tielemans,German,PhD,Construction,10+
13117,Eddy De Smedt De Roeck,English,High School,Energy,0-1
24027,Edward Pieters,English,High school,Cleaning,5-10
10127,Paul Martens,English,PhD,Transport,2-4
11045,Frederik Claeys,Dutch,Master,Research,10+
17788,Bart Bogaert,German,Master,Technology,5-10
11404,Gustaaf Roose,English,PhD,Logistics,2-4
21322,Eric Pauwels,German,High School,Logistics,0-1
